date,benchmark_close,market_regime,max_total_exposure,current_total_exposure,current_cash,effective_universe_size,holdings_count,decision_scope_size,candidates_seen,passed_base_filter_count,passed_bucket_filter_count,passed_valuation_filter_count,passed_quality_filter_count,passed_price_trigger_count,raw_buy_signal_count,raw_sell_signal_count,blocked_by_universe_count,blocked_by_market_regime_count,blocked_by_cash_count,blocked_by_position_limit_count,blocked_by_single_name_limit_count,blocked_by_min_trade_amount_count,blocked_by_lot_size_count,blocked_by_existing_position_count,blocked_by_hard_add_ban_count,executable_buy_count,executable_sell_count,executed_buy_count,executed_sell_count
2023-11-29,3488.3073,risk_off,0.4,0.0,200000.0,16,0,4997,4997,4996,1300,320,39,2489,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,3496.2028,risk_off,0.4,0.0,200000.0,16,0,4996,4996,4995,1300,318,39,2590,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,3482.8813,risk_off,0.4,0.0,200000.0,16,0,4997,4997,4996,1300,315,39,2459,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-04,3460.138,risk_off,0.4,0.0,200000.0,16,0,4996,4996,4995,1300,308,37,2447,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-05,3394.2571,risk_off,0.4,0.0,200000.0,16,0,4997,4997,4996,1301,552,52,2846,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-06,3399.598,risk_off,0.4,0.0,200000.0,16,0,4998,4998,4997,1301,545,51,2745,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-07,3391.2823,risk_off,0.4,0.0,200000.0,16,0,4997,4997,4996,1301,551,53,2779,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-08,3399.4618,risk_off,0.4,0.0,200000.0,16,0,5000,5000,4999,1301,570,52,3014,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-11,3419.4548,risk_off,0.4,0.0,200000.0,16,0,5000,5000,4999,1301,548,52,2786,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-12,3426.803,risk_off,0.4,0.0,200000.0,16,0,5000,5000,4999,1301,541,49,2681,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-13,3369.605,risk_off,0.4,0.0,200000.0,16,0,5002,5002,5001,1302,556,55,2767,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-14,3351.9639,risk_off,0.4,0.0,200000.0,16,0,5002,5002,5001,1302,554,55,2791,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-15,3341.5517,risk_off,0.4,0.0,200000.0,16,0,5002,5002,5001,1302,557,56,2905,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-18,3329.3657,risk_off,0.4,0.0,200000.0,16,0,5002,5002,5001,1301,575,57,3146,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-19,3334.0412,risk_off,0.4,0.0,200000.0,16,0,4999,4999,4998,1301,569,57,3115,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-20,3297.5022,risk_off,0.4,0.0,200000.0,16,0,5002,5002,5001,1301,586,60,3315,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-21,3330.8698,risk_off,0.4,0.0,200000.0,16,0,5002,5002,5001,1300,576,59,3196,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-22,3337.2281,risk_off,0.4,0.0,200000.0,16,0,5002,5002,5001,1300,579,58,3533,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-25,3347.4508,risk_off,0.4,0.0,200000.0,16,0,5003,5003,5002,1302,597,58,3609,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-26,3324.7902,risk_off,0.4,0.0,200000.0,16,0,5005,5005,5004,1302,605,59,3825,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-27,3336.3572,risk_off,0.4,0.0,200000.0,16,0,5007,5007,5006,1303,595,61,3682,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-28,3414.5403,risk_off,0.4,0.0,200000.0,16,0,5005,5005,5004,1303,552,55,3423,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2023-12-29,3431.1099,risk_off,0.4,0.0,200000.0,16,0,5008,5008,5007,1304,333,41,3071,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-02,3386.3522,risk_off,0.4,0.0,200000.0,16,0,5008,5008,5007,1304,332,43,2949,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-03,3378.2971,risk_off,0.4,0.0,200000.0,16,0,5009,5009,5008,1304,332,43,3003,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-04,3347.0519,risk_off,0.4,0.0,200000.0,16,0,5009,5009,5008,1304,533,56,3048,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-05,3329.1114,risk_off,0.4,0.0,200000.0,16,0,5010,5010,5009,1305,557,56,3345,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-08,3286.0564,risk_off,0.4,0.0,200000.0,16,0,5010,5010,5009,1305,585,58,3666,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-09,3292.4994,risk_off,0.4,0.0,200000.0,16,0,5010,5010,5009,1304,577,59,3523,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-10,3277.129,risk_off,0.4,0.0,200000.0,16,0,5012,5012,5011,1305,587,60,3678,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-11,3295.6717,risk_off,0.4,0.0,200000.0,16,0,5013,5013,5012,1306,567,59,3411,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-12,3284.1667,risk_off,0.4,0.0,200000.0,16,0,5012,5012,5011,1305,576,57,3522,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-15,3280.9195,risk_off,0.4,0.0,200000.0,16,0,5012,5012,5011,1306,579,59,3528,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-16,3300.8762,risk_off,0.4,0.0,200000.0,16,0,5014,5014,5013,1306,584,59,3596,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-17,3229.082,risk_off,0.4,0.0,200000.0,16,0,5014,5014,5013,1306,621,58,3970,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-18,3274.7286,risk_off,0.4,0.0,200000.0,16,0,5016,5016,5015,1306,639,58,4123,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-19,3269.7763,risk_off,0.4,0.0,200000.0,16,0,5017,5017,5016,1305,655,56,4231,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-22,3218.9016,risk_off,0.4,0.0,200000.0,16,0,5018,5018,5017,1306,774,60,4592,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-23,3231.9329,risk_off,0.4,0.0,200000.0,16,0,5018,5018,5017,1306,771,59,4566,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-24,3277.1089,risk_off,0.4,0.0,200000.0,16,0,5020,5020,5019,1307,691,58,4511,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-25,3342.9189,risk_off,0.4,0.0,200000.0,16,0,5021,5021,5020,1307,649,55,4294,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-26,3333.8213,risk_off,0.4,0.0,200000.0,16,0,5020,5020,5019,1306,642,56,4248,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-29,3303.9604,risk_off,0.4,0.0,200000.0,16,0,5021,5021,5020,1307,675,54,4458,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-30,3245.0387,risk_off,0.4,0.0,200000.0,16,0,5021,5021,5020,1307,715,57,4600,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-01-31,3215.3518,risk_off,0.4,0.0,200000.0,16,0,5021,5021,5020,1307,735,56,4687,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-02-01,3217.7109,risk_off,0.4,0.0,200000.0,17,1,5021,5021,5020,1307,747,55,4718,1,0,0,16,0,0,0,0,0,0,0,1,0,1,0
2024-02-02,3179.6276,risk_off,0.4,0.0270803984031625,194365.49515550002,17,1,5021,5021,5020,1307,770,54,4758,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-02-05,3200.4218,risk_off,0.4,0.025617181679466583,194365.49515550002,17,1,5021,5021,5020,1307,782,47,4822,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-02-06,3311.6922,risk_off,0.4,0.028344969454507846,194365.49515550002,17,1,5023,5023,5022,1307,763,46,4733,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-02-07,3343.6303,risk_off,0.4,0.03067094637863606,194365.49515550002,17,1,5024,5024,5023,1307,767,46,4663,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2024-02-08,3364.9297,neutral,0.7,0.03134726011428444,194365.49515550002,17,1,5026,5026,5025,1307,759,50,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-19,3403.8078,neutral,0.7,0.03158857207715203,194365.49515550002,17,1,5026,5026,5025,1307,717,47,4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-20,3410.8542,neutral,0.7,0.03134726011428444,194365.49515550002,17,1,5026,5026,5025,1307,715,48,4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-21,3456.8713,neutral,0.7,0.031516191113581296,194365.49515550002,17,1,5026,5026,5025,1307,703,47,4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-22,3486.6747,neutral,0.7,0.03149206172126682,194365.49515550002,17,1,5026,5026,5025,1307,686,46,4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-23,3489.7416,neutral,0.7,0.03146793112657379,194365.49515550002,17,1,5025,5025,5024,1307,667,48,4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-26,3453.3585,neutral,0.7,0.03175741892567178,194365.49515550002,17,1,5024,5024,5023,1307,664,49,4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27,3494.7874,neutral,0.7,0.032432217946081775,194365.49515550002,17,1,5025,5025,5024,1307,638,50,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-28,3450.2598,neutral,0.7,0.03129898328957253,194365.49515550002,17,1,5025,5025,5024,1307,687,50,4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-29,3516.0826,neutral,0.7,0.03380301375612965,194365.49515550002,17,1,5025,5025,5024,1307,650,50,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01,3537.8038,neutral,0.7,0.033490718134692773,194365.49515550002,17,1,5026,5026,5025,1307,643,50,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-04,3540.8686,neutral,0.7,0.033995095386007035,194365.49515550002,17,1,5026,5026,5025,1307,640,48,4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-05,3565.5143,neutral,0.7,0.03500227226588076,194365.49515550002,17,1,5026,5026,5025,1307,652,48,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06,3551.0481,neutral,0.7,0.035433276866668695,194365.49515550002,17,1,5025,5025,5024,1306,648,49,4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07,3529.7195,neutral,0.7,0.03464280742238685,194365.49515550002,17,1,5025,5025,5024,1306,658,46,4173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-08,3544.9099,neutral,0.7,0.03493040071509418,194365.49515550002,17,1,5026,5026,5025,1306,651,47,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11,3589.2635,neutral,0.7,0.03524176680736274,194365.49515550002,17,1,5025,5025,5024,1306,629,45,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-12,3597.4939,neutral,0.7,0.03748721835242852,194365.49515550002,17,2,5027,5027,5026,1307,623,45,3861,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2024-03-13,3572.361,neutral,0.7,0.0652189194567192,188664.9375011,17,2,5029,5029,5028,1307,625,46,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-14,3562.2229,neutral,0.7,0.06625524192227614,188664.9375011,17,2,5029,5029,5028,1307,634,47,3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-15,3569.993,neutral,0.7,0.06649086928747316,188664.9375011,17,2,5028,5028,5027,1307,609,40,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-18,3603.528,neutral,0.7,0.06650010715313102,188664.9375011,17,2,5027,5027,5026,1307,587,43,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-19,3577.6303,neutral,0.7,0.06632917703694104,188664.9375011,17,2,5029,5029,5028,1308,615,43,3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-20,3585.3838,neutral,0.7,0.06589464049007568,188664.9375011,17,2,5030,5030,5029,1309,582,45,3435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-21,3581.0902,neutral,0.7,0.06488069220079747,188664.9375011,17,2,5030,5030,5029,1309,581,45,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-22,3545.0023,neutral,0.7,0.06463961388727368,188664.9375011,17,2,5030,5030,5029,1310,608,50,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-25,3525.7634,neutral,0.7,0.06417565220213821,188664.9375011,17,2,5030,5030,5029,1310,629,49,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26,3543.7467,neutral,0.7,0.06491777014263876,188664.9375011,17,2,5030,5030,5029,1310,630,51,3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27,3502.7866,neutral,0.7,0.06350208961079107,188664.9375011,17,2,5031,5031,5030,1310,650,50,4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-28,3520.9648,neutral,0.7,0.06412458831558907,188664.9375011,17,1,5032,5032,5031,1311,636,50,3913,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-03-29,3537.4843,neutral,0.7,0.03868161257979815,193846.1951763,17,1,5031,5031,5030,1311,613,46,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-01,3595.6466,neutral,0.7,0.04067973860164072,193846.1951763,17,1,5033,5033,5032,1311,585,45,3501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-02,3580.6759,neutral,0.7,0.04155723279001372,193846.1951763,17,1,5034,5034,5033,1311,472,27,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-03,3567.8031,neutral,0.7,0.04217289058187901,193846.1951763,17,1,5033,5033,5032,1310,475,28,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-08,3536.4077,neutral,0.7,0.04255136394160962,193846.1951763,17,1,5035,5035,5034,1311,532,30,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-09,3533.4871,neutral,0.7,0.04172306465423517,193846.1951763,17,1,5036,5036,5035,1311,485,29,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-10,3504.7086,neutral,0.7,0.04153353783826508,193846.1951763,17,1,5036,5036,5035,1311,507,30,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-11,3504.2447,neutral,0.7,0.041367640365840695,193846.1951763,17,1,5037,5037,5036,1311,511,31,3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-12,3475.8389,neutral,0.7,0.04375575415810197,193846.1951763,17,1,5037,5037,5036,1311,510,30,3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-15,3549.0759,neutral,0.7,0.04408584120939626,193846.1951763,17,1,5037,5037,5036,1311,529,28,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-16,3511.1146,neutral,0.7,0.043684991557639,193846.1951763,17,1,5037,5037,5036,1311,644,41,4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-17,3565.403,neutral,0.7,0.04354343493323406,193846.1951763,17,1,5036,5036,5035,1311,483,24,3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-18,3569.8018,neutral,0.7,0.04333102140303597,193846.1951763,17,1,5036,5036,5035,1311,484,25,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-19,3541.6619,neutral,0.7,0.04333102140303597,193846.1951763,17,1,5036,5036,5035,1311,452,22,3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-22,3530.9045,neutral,0.7,0.042575008595849916,193846.1951763,17,1,5035,5035,5034,1310,566,33,3961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-23,3506.2249,neutral,0.7,0.04143874631421685,193846.1951763,17,1,5034,5034,5033,1311,575,31,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-24,3521.6219,neutral,0.7,0.04229119564519288,193846.1951763,17,1,5034,5034,5033,1311,557,32,3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,3530.2813,neutral,0.7,0.04219655393274599,193846.1951763,17,1,5033,5033,5032,1311,557,31,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-26,3584.2686,neutral,0.7,0.042409471487451375,193846.1951763,17,1,5026,5026,5025,1309,539,22,3759,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-04-29,3623.9124,risk_on,1.0,0.03851472629389382,193846.1951763,17,1,5024,5024,5023,1306,517,13,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-30,3604.3943,risk_on,1.0,0.03872928373547873,193846.1951763,17,1,5013,5013,5012,1306,573,2,3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-06,3657.8767,risk_on,1.0,0.0402285087876403,193846.1951763,3,1,5035,5035,5034,1310,550,2,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-07,3659.0076,risk_on,1.0,0.04001462015834757,193846.1951763,3,1,5035,5035,5034,1309,288,2,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-08,3630.2233,risk_on,1.0,0.0393723818973303,193846.1951763,3,1,5033,5033,5032,1308,291,2,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-09,3664.561,risk_on,1.0,0.04034729462545951,193846.1951763,3,1,5036,5036,5035,1309,283,1,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,3666.2771,risk_on,1.0,0.04010969353955226,193846.1951763,3,1,5036,5036,5035,1309,211,0,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-13,3664.6907,risk_on,1.0,0.0418651605849901,193846.1951763,3,1,5036,5036,5035,1309,510,1,3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,3657.0454,risk_on,1.0,0.040988230405374956,193846.1951763,3,1,5038,5038,5037,1310,508,1,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-15,3626.0559,risk_on,1.0,0.04153353783826508,193846.1951763,3,1,5039,5039,5038,1311,565,1,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-16,3640.3592,risk_on,1.0,0.04018098621824896,193846.1951763,3,1,5039,5039,5038,1310,557,1,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-17,3677.9696,risk_on,1.0,0.040085926959741176,193846.1951763,3,1,5040,5040,5039,1309,541,1,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-20,3690.9623,risk_on,1.0,0.03920573538318379,193846.1951763,3,1,5036,5036,5035,1307,203,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,3676.1611,risk_on,1.0,0.03911048284173706,193846.1951763,3,1,5039,5039,5038,1308,541,1,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-22,3684.451,risk_on,1.0,0.039181924018304955,193846.1951763,3,1,5040,5040,5039,1309,542,1,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,3641.7917,risk_on,1.0,0.03810918969259232,193846.1951763,3,1,5040,5040,5039,1309,574,2,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-24,3601.4754,risk_on,1.0,0.037631649614219935,193846.1951763,3,1,5040,5040,5039,1309,531,2,3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-27,3635.7079,risk_on,1.0,0.03825235931476137,193846.1951763,3,1,5038,5038,5037,1309,520,1,3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-28,3609.1724,risk_on,1.0,0.03760776016332219,193846.1951763,3,1,5038,5038,5037,1308,531,1,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29,3613.5223,risk_on,1.0,0.03739270172131153,193846.1951763,3,1,5038,5038,5037,1309,554,1,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30,3594.3121,risk_on,1.0,0.03691444978623519,193846.1951763,3,1,5038,5038,5037,1309,567,1,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-31,3579.9247,risk_on,1.0,0.037177547142883634,193846.1951763,3,1,5038,5038,5037,1309,564,1,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,3588.7483,risk_on,1.0,0.03701013818703882,193846.1951763,4,1,5039,5039,5038,1309,577,2,3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,3615.6714,risk_on,1.0,0.03736880040569795,193846.1951763,4,1,5037,5037,5036,1308,580,1,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-05,3594.7936,risk_on,1.0,0.03631596617458571,193846.1951763,4,1,5040,5040,5039,1309,600,2,3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,3592.2454,risk_on,1.0,0.03622013976307548,193846.1951763,4,1,5040,5040,5039,1309,619,2,3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,3574.1143,risk_on,1.0,0.035980490337033454,193846.1951763,4,1,5037,5037,5036,1307,614,2,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,3542.8771,neutral,0.7,0.03569275366066432,193846.1951763,4,1,5037,5037,5036,1308,606,2,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,3544.1225,risk_on,1.0,0.03569275366066432,193846.1951763,4,1,5041,5041,5040,1308,602,2,3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,3526.1306,neutral,0.7,0.03504471770109248,193846.1951763,4,1,5041,5041,5040,1308,603,2,3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,3541.5331,risk_on,1.0,0.036411773532391674,193846.1951763,4,1,5043,5043,5042,1309,598,2,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,3536.1986,neutral,0.7,0.036411773532391674,193846.1951763,4,1,5042,5042,5041,1309,603,1,3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,3545.5902,risk_on,1.0,0.03631596617458571,193846.1951763,4,1,5042,5042,5041,1309,593,2,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-19,3528.749,neutral,0.7,0.03564478084773251,193846.1951763,4,1,5043,5043,5042,1309,597,2,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,3503.2817,neutral,0.7,0.03478045327504129,193846.1951763,4,1,5043,5043,5042,1310,611,2,3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,3495.6198,neutral,0.7,0.03494863829047269,193846.1951763,4,1,5043,5043,5042,1309,611,2,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,3476.8102,neutral,0.7,0.03422743239012529,193846.1951763,4,1,5044,5044,5043,1310,633,1,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,3457.9023,neutral,0.7,0.034491999681124874,193846.1951763,4,1,5040,5040,5039,1310,629,1,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,3480.2648,neutral,0.7,0.03494863829047269,193846.1951763,4,1,5046,5046,5045,1310,610,2,3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,3454.1175,neutral,0.7,0.03413119015027998,193846.1951763,4,1,5044,5044,5043,1310,628,0,4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,3461.657,neutral,0.7,0.033577424813329586,193846.1951763,4,1,5046,5046,5045,1310,618,2,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,3478.1827,neutral,0.7,0.033553333654996034,193846.1951763,4,1,5044,5044,5043,1309,612,2,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,3471.7857,neutral,0.7,0.032298936160931456,193846.1951763,4,1,5045,5045,5044,1309,610,2,3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03,3463.4141,neutral,0.7,0.03171888453927888,193846.1951763,4,1,5046,5046,5045,1310,626,2,4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04,3445.8128,neutral,0.7,0.03150118586324873,193846.1951763,4,1,5047,5047,5046,1310,644,1,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,3431.0605,neutral,0.7,0.03167051551390188,193846.1951763,4,1,5047,5047,5046,1311,632,1,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08,3401.7604,neutral,0.7,0.030920177198105386,193846.1951763,4,1,5044,5044,5043,1311,653,2,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-09,3439.8111,neutral,0.7,0.031186559345095295,193846.1951763,4,1,5046,5046,5045,1311,633,1,4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-10,3428.9657,neutral,0.7,0.031113924193408325,193846.1951763,4,1,5048,5048,5047,1310,637,0,4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11,3468.169,neutral,0.7,0.03212982623923085,193846.1951763,4,1,5048,5048,5047,1310,612,0,3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12,3472.4014,neutral,0.7,0.031573762964488314,193846.1951763,4,1,5048,5048,5047,1310,619,0,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-15,3476.2467,neutral,0.7,0.03140439947137379,193846.1951763,4,1,5049,5049,5048,1311,628,1,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-16,3498.2827,neutral,0.7,0.030968621210947234,193846.1951763,4,1,5049,5049,5048,1311,631,1,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-17,3501.5836,neutral,0.7,0.030605173012389957,193846.1951763,4,1,5047,5047,5046,1310,642,0,4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-18,3520.931,risk_on,1.0,0.031573762964488314,193846.1951763,4,1,5047,5047,5046,1311,640,0,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
